,word,count,percent
0,space,198,4.5465
1,microgravity,142,3.26062
2,simulated,66,1.5155
3,spaceflight,51,1.17107
4,human,41,0.94145
5,effects,39,0.89552
6,under,32,0.73479
7,during,28,0.64294
8,cells,26,0.59701
9,radiation,25,0.57405
10,station,24,0.55109
11,bone,23,0.52813
12,conditions,19,0.43628
13,changes,19,0.43628
14,international,19,0.43628
15,exploration,18,0.41332
16,cell,18,0.41332
17,gravity,18,0.41332
18,review,17,0.39036
19,system,17,0.39036
20,research,17,0.39036
21,plant,16,0.36739
22,analysis,15,0.34443
23,simulation,15,0.34443
24,missions,15,0.34443
25,flight,15,0.34443
26,environment,15,0.34443
27,response,14,0.32147
28,study,14,0.32147
29,health,14,0.32147
30,biological,14,0.32147
31,effect,14,0.32147
32,applications,13,0.29851
33,using,13,0.29851
34,model,13,0.29851
35,induced,12,0.27555
36,cancer,12,0.27555
37,mars,12,0.27555
38,potential,12,0.27555
39,muscle,11,0.25258
40,growth,11,0.25258
41,travel,11,0.25258
42,new,11,0.25258
43,earth,11,0.25258
44,biology,10,0.22962
45,adaptation,10,0.22962
46,long-duration,10,0.22962
47,exposure,10,0.22962
48,systems,9,0.20666
49,after,9,0.20666
50,stem,9,0.20666
51,support,9,0.20666
52,experiment,9,0.20666
53,challenges,9,0.20666
54,expression,9,0.20666
55,future,9,0.20666
56,plants,9,0.20666
57,gene,9,0.20666
58,arabidopsis,8,0.1837
59,development,8,0.1837
60,fluid,8,0.1837
61,aboard,8,0.1837
62,countermeasure,8,0.1837
63,role,8,0.1837
64,responses,7,0.16073
65,microbiome,7,0.16073
66,flights,7,0.16073
67,metabolism,7,0.16073
68,characterization,7,0.16073
69,design,7,0.16073
70,drug,7,0.16073
71,case,7,0.16073
72,microbial,7,0.16073
73,treatment,7,0.16073
74,blood,7,0.16073
75,rats,7,0.16073
76,bacterial,7,0.16073
77,through,7,0.16073
78,life,7,0.16073
79,cardiovascular,7,0.16073
80,approach,7,0.16073
81,microgravity-induced,7,0.16073
82,3d,7,0.16073
83,food,6,0.13777
84,brain,6,0.13777
85,mission,6,0.13777
86,resistance,6,0.13777
87,implications,6,0.13777
88,technology,6,0.13777
89,machine,6,0.13777
90,platform,6,0.13777
91,environments,6,0.13777
92,formation,6,0.13777
93,pathway,6,0.13777
94,production,6,0.13777
95,function,6,0.13777
96,alterations,6,0.13777
97,atrophy,6,0.13777
98,experiments,6,0.13777
