,word,count,percent
0,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher'}",11,1.49051
1,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher'}",10,1.35501
2,{'name': 'Women and Children&apos;s Health Research Institute'},4,0.54201
3,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher'}",4,0.54201
4,"{'DOI': '10.13039/501100003981', 'name': 'Agenzia Spaziale Italiana', 'doi-asserted-by': 'publisher'}",4,0.54201
5,"{'DOI': '10.13039/501100004020', 'name': 'Japan Aerospace Exploration Agency', 'doi-asserted-by': 'publisher'}",4,0.54201
6,"{'DOI': '10.13039/501100000024', 'name': 'Canadian Institutes of Health Research', 'doi-asserted-by': 'publisher'}",3,0.4065
7,"{'DOI': '10.13039/501100001786', 'name': 'University of Adelaide', 'doi-asserted-by': 'publisher'}",3,0.4065
8,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['19-12829-26']}",3,0.4065
9,"{'DOI': '10.13039/501100002830', 'name': 'Centre National d’Etudes Spatiales', 'doi-asserted-by': 'publisher'}",3,0.4065
10,"{'DOI': '10.13039/100000002', 'name': 'National Institutes of Health', 'doi-asserted-by': 'publisher'}",3,0.4065
11,"{'name': 'Program of Basic Research of IBMP RAS', 'award': ['65.3']}",2,0.271
12,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NSSC18K1468']}",2,0.271
13,{'name': 'U.S. Department of Health & Human Services | National Institutes of Health'},2,0.271
14,"{'DOI': '10.13039/501100002858', 'name': 'China Postdoctoral Science Foundation', 'doi-asserted-by': 'publisher'}",2,0.271
15,"{'DOI': '10.13039/501100002946', 'name': 'Deutsches Zentrum für Luft- und Raumfahrt', 'doi-asserted-by': 'publisher'}",2,0.271
16,"{'DOI': '10.13039/501100005632', 'name': 'National Centre for Research and Development', 'doi-asserted-by': 'publisher', 'award': ['POIR.04.01.01-00-0010/19']}",2,0.271
17,"{'DOI': '10.13039/501100000196', 'name': 'Canada Foundation for Innovation', 'doi-asserted-by': 'publisher', 'award': ['CFI 33786']}",2,0.271
18,"{'DOI': '10.13039/501100002674', 'name': 'Russian Academy of Sciences', 'doi-asserted-by': 'publisher'}",2,0.271
19,"{'DOI': '10.13039/100000005', 'name': 'U.S. Department of Defense', 'doi-asserted-by': 'publisher'}",2,0.271
20,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['NNX13AJ92G']}",2,0.271
21,"{'DOI': '10.13039/501100007837', 'name': 'Universität Bremen', 'doi-asserted-by': 'publisher'}",2,0.271
22,"{'DOI': '10.13039/501100002946', 'name': 'German Aerospace Center', 'doi-asserted-by': 'publisher', 'award': ['50WB1924']}",2,0.271
23,"{'DOI': '10.13039/100012025', 'name': 'New York University Abu Dhabi', 'doi-asserted-by': 'publisher', 'award': ['AD266', 'RE267']}",2,0.271
24,"{'DOI': '10.13039/501100000837', 'name': 'University of Nottingham', 'doi-asserted-by': 'publisher'}",2,0.271
25,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher', 'award': ['CORA‐GBF‐2017‐001']}",2,0.271
26,"{'DOI': '10.13039/501100006769', 'name': 'Russian Science Foundation', 'doi-asserted-by': 'publisher', 'award': ['21-71-10023']}",2,0.271
27,"{'DOI': '10.13039/501100013804', 'name': 'Fundamental Research Funds for the Central Universities', 'doi-asserted-by': 'publisher'}",2,0.271
28,"{'DOI': '10.13039/100007449', 'name': 'Takeda Science Foundation', 'doi-asserted-by': 'publisher'}",2,0.271
29,"{'DOI': '10.13039/100012025', 'name': 'New York University Abu Dhabi', 'doi-asserted-by': 'publisher', 'award': ['AD266']}",2,0.271
30,"{'DOI': '10.13039/501100001691', 'name': 'Japan Society for the Promotion of Science', 'doi-asserted-by': 'publisher'}",2,0.271
31,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['52037007']}",2,0.271
32,"{'DOI': '10.13039/100011959', 'name': 'Freie Hansestadt Bremen', 'doi-asserted-by': 'publisher'}",2,0.271
33,"{'DOI': '10.13039/501100006769', 'name': 'Russian Science Foundation', 'doi-asserted-by': 'publisher', 'award': ['19-14-00306']}",2,0.271
34,"{'DOI': '10.13039/501100002946', 'name': 'Deutsches Zentrum für Luft- und Raumfahrt', 'doi-asserted-by': 'publisher', 'award': ['50WB1524', '50WB1924']}",2,0.271
35,"{'DOI': '10.13039/501100004350', 'name': 'Studienstiftung des Deutschen Volkes', 'doi-asserted-by': 'publisher'}",1,0.1355
36,"{'DOI': '10.13039/501100001413', 'name': 'Indian Space Research Organisation', 'doi-asserted-by': 'publisher', 'award': ['ISTC0415']}",1,0.1355
37,"{'DOI': '10.13039/501100001691', 'name': 'Japan Society for the Promotion of Science', 'doi-asserted-by': 'publisher', 'award': ['JP21K19272']}",1,0.1355
38,"{'DOI': '10.13039/501100004619', 'name': 'Institute of Space and Astronautical Science', 'doi-asserted-by': 'publisher', 'award': ['Front loading research grant']}",1,0.1355
39,"{'DOI': '10.13039/501100004020', 'name': 'Japan Aerospace Exploration Agency', 'doi-asserted-by': 'publisher', 'award': ['“Kibo” utilization feasibility study']}",1,0.1355
40,"{'DOI': '10.13039/100012171', 'name': 'Ontario Research Foundation', 'doi-asserted-by': 'publisher'}",1,0.1355
41,"{'DOI': '10.13039/501100001407', 'name': 'Department of Biotechnology, Ministry of Science and Technology', 'doi-asserted-by': 'publisher', 'award': ['BT/PR31844/BIC/101/1206/2019']}",1,0.1355
42,"{'DOI': '10.13039/501100002946', 'name': 'Deutsches Zentrum für Luft-und Raumfahrt', 'doi-asserted-by': 'publisher', 'award': ['FuE-Projekt “ISS LIFE” (Programm RF-FuW, Teilprogramm 475) “Investigation of antimicrobial metal surfaces under space conditions—An effective strategy to prevent microbial biofilm formation” (project number 50WB1930)']}",1,0.1355
43,"{'DOI': '10.13039/501100007455', 'name': 'Skolkovo Institute of Science and Technology', 'doi-asserted-by': 'publisher', 'award': ['075-10-2019-083']}",1,0.1355
44,"{'DOI': '10.13039/501100000196', 'name': 'Canada Foundation for Innovation', 'doi-asserted-by': 'publisher'}",1,0.1355
45,"{'DOI': '10.13039/100011962', 'name': 'Tabriz University of Medical Sciences', 'doi-asserted-by': 'publisher'}",1,0.1355
46,"{'name': 'Nebula Research & Development', 'award': ['NRD-22-001']}",1,0.1355
